"Date","Price","Open","High","Low","Vol.","Change %"
"04/25/2013","559.40","564.64","565.83","559.00","546.57K","-0.78%"
"04/24/2013","563.81","559.01","564.01","558.45","475.20K","1.70%"
"04/23/2013","554.37","550.23","554.38","549.99","451.23K","1.33%"
"04/22/2013","547.10","540.69","548.23","540.44","434.46K","1.04%"
"04/19/2013","541.46","549.78","551.06","540.16","448.18K","-1.75%"
"04/18/2013","551.10","556.61","558.93","551.10","416.51K","-1.33%"
"04/17/2013","558.54","562.50","563.39","556.65","467.39K","-0.07%"
"04/16/2013","558.95","548.45","558.95","548.33","437.51K","0.90%"
"04/15/2013","553.99","550.09","554.31","549.64","417.34K","1.24%"
"04/12/2013","547.19","547.65","551.02","546.72","448.86K","0.53%"
"04/11/2013","544.30","540.07","544.53","535.77","440.51K","1.77%"
"04/10/2013","534.84","530.92","534.84","527.75","395.90K","1.27%"
"04/09/2013","528.15","526.04","535.30","517.10","494.09K","-0.12%"
"04/08/2013","528.78","547.18","548.09","528.78","459.55K","-3.42%"
"04/05/2013","547.51","556.92","558.29","543.57","440.56K","-1.39%"
"04/04/2013","555.23","555.63","557.49","539.24","560.20K","-0.49%"
"04/03/2013","557.96","556.32","557.96","553.82","501.52K","0.93%"
"04/02/2013","552.83","555.77","557.51","549.08","503.32K","-0.21%"
"04/01/2013","553.97","557.28","557.28","553.45","401.83K","-0.19%"
"03/29/2013","555.02","555.80","555.87","553.97","404.85K","0.43%"
"03/28/2013","552.64","550.48","553.10","550.48","407.42K","0.71%"
"03/27/2013","548.72","552.60","552.63","545.61","443.32K","-0.21%"
"03/26/2013","549.90","550.68","551.84","548.50","384.64K","0.06%"
"03/25/2013","549.56","554.33","554.82","549.17","384.03K","-0.31%"
"03/22/2013","551.25","546.22","551.43","546.10","410.61K","1.23%"
"03/21/2013","544.56","549.66","551.08","544.56","463.02K","-0.31%"
"03/20/2013","546.26","551.67","552.49","543.53","487.97K","-0.68%"
"03/19/2013","550.01","545.06","550.01","545.06","493.31K","1.65%"
"03/18/2013","541.09","554.67","555.68","541.09","508.04K","-2.47%"
"03/15/2013","554.81","556.63","556.63","553.42","569.68K","0.22%"
"03/14/2013","553.58","551.67","553.74","547.40","596.48K","0.70%"
"03/13/2013","549.73","545.96","549.78","545.96","541.57K","1.08%"
"03/12/2013","543.88","542.96","546.02","542.96","562.44K","0.64%"
"03/11/2013","540.44","544.28","544.35","532.54","521.34K","-0.49%"
"03/08/2013","543.10","542.79","544.01","539.59","490.09K","0.33%"
"03/07/2013","541.30","545.40","545.42","538.29","509.64K","-0.56%"
"03/06/2013","544.36","547.57","547.61","542.70","486.27K","0.07%"
"03/05/2013","543.96","540.43","544.11","540.43","455.09K","1.22%"
"03/04/2013","537.38","538.52","539.85","537.36","372.09K","0.28%"
"02/28/2013","535.87","536.25","536.53","534.59","407.87K","0.47%"
"02/27/2013","533.36","531.98","533.43","530.86","463.93K","0.91%"
"02/26/2013","528.56","525.59","529.26","525.43","435.55K","0.24%"
"02/25/2013","527.27","531.30","531.40","527.26","455.47K","-0.21%"
"02/22/2013","528.36","525.85","529.81","525.77","513.98K","0.75%"
"02/21/2013","524.44","525.09","526.94","524.44","511.01K","-0.24%"
"02/20/2013","525.69","524.74","525.99","524.36","481.08K","0.61%"
"02/19/2013","522.49","519.41","522.50","519.41","480.40K","0.77%"
"02/18/2013","518.52","516.62","518.53","516.36","477.32K","0.77%"
"02/15/2013","514.58","513.49","515.02","513.18","438.34K","0.40%"
"02/14/2013","512.53","509.71","512.53","509.63","433.34K","0.89%"
"02/13/2013","507.99","505.97","508.31","505.89","435.23K","0.85%"
"02/12/2013","503.72","507.15","507.48","501.48","427.69K","-0.24%"
"02/08/2013","504.94","502.41","505.07","502.35","337.97K","0.63%"
"02/07/2013","501.78","503.87","504.79","500.96","426.03K","-0.16%"
"02/06/2013","502.56","501.07","503.31","500.78","423.87K","0.88%"
"02/05/2013","498.16","498.60","500.86","495.68","487.13K","-0.63%"
"02/04/2013","501.32","505.96","506.05","501.32","458.13K","-0.40%"
"02/01/2013","503.31","504.80","505.00","497.66","479.26K","-0.07%"
"01/31/2013","503.67","503.94","505.29","502.49","381.68K","0.17%"
"01/30/2013","502.80","507.29","507.49","502.79","468.22K","-0.50%"
"01/29/2013","505.35","505.86","506.56","504.81","566.85K","0.23%"
"01/28/2013","504.20","508.09","508.19","504.04","471.66K","-0.52%"
"01/25/2013","506.83","510.98","511.76","500.77","551.15K","-0.35%"
"01/24/2013","508.63","514.41","514.41","508.23","547.32K","-0.90%"
"01/23/2013","513.26","518.19","518.49","513.26","569.74K","-0.64%"
"01/22/2013","516.59","515.71","516.60","513.42","541.60K","0.38%"
"01/21/2013","514.66","514.83","514.97","513.12","514.71K","0.47%"
"01/18/2013","512.24","509.85","512.28","508.94","477.34K","1.16%"
"01/17/2013","506.35","510.40","510.67","504.92","525.18K","-0.26%"
"01/16/2013","507.68","509.59","512.05","506.97","483.41K","-0.07%"
"01/15/2013","508.02","514.82","515.20","508.02","496.29K","-1.06%"
"01/14/2013","513.44","516.93","517.11","513.42","443.51K","-0.38%"
"01/11/2013","515.42","516.91","517.37","512.77","441.08K","0.18%"
"01/10/2013","514.48","514.21","514.72","512.03","432.20K","0.50%"
"01/09/2013","511.94","510.48","513.18","510.48","501.72K","0.58%"
"01/08/2013","509.01","509.22","510.85","508.54","431.56K","0.06%"
"01/07/2013","508.72","507.79","509.03","505.95","416.03K","0.77%"
"01/04/2013","504.84","500.27","504.85","499.44","399.80K","1.16%"
"01/03/2013","499.07","504.64","504.76","498.98","388.43K","-0.51%"
"01/02/2013","501.61","501.75","501.86","499.20","342.53K","1.07%"
"12/28/2012","496.32","493.66","496.32","493.16","329.01K","0.86%"
"12/27/2012","492.08","484.30","492.10","484.30","355.61K","1.93%"
"12/26/2012","482.76","486.58","487.60","482.76","327.76K","-0.21%"
"12/24/2012","483.76","479.65","485.37","479.65","297.32K","1.19%"
"12/21/2012","478.06","480.41","481.40","475.71","333.42K","-0.24%"
"12/20/2012","479.21","485.29","486.41","479.21","342.52K","-0.82%"
"12/18/2012","483.19","487.09","487.68","480.57","325.27K","-0.47%"
"12/17/2012","485.48","493.14","493.22","485.48","315.00K","-1.25%"
"12/14/2012","491.65","489.68","493.00","489.68","337.43K","0.31%"
"12/13/2012","490.15","486.52","490.42","486.42","289.32K","0.99%"
"12/12/2012","485.33","485.15","485.48","482.58","329.81K","0.78%"
"12/11/2012","481.59","490.49","491.07","481.59","349.94K","-1.63%"
"12/10/2012","489.59","491.47","491.67","487.11","302.29K","0.08%"
"12/07/2012","489.22","490.11","493.45","481.15","365.74K","0.24%"
"12/06/2012","488.03","497.71","498.46","487.11","361.83K","-1.71%"
"12/05/2012","496.50","503.61","504.16","495.50","430.56K","-1.24%"
"12/04/2012","502.71","499.04","502.89","498.78","353.74K","0.75%"
"12/03/2012","498.97","500.92","502.03","498.65","350.22K","-0.08%"
"11/30/2012","499.37","498.99","499.50","498.05","368.98K","0.53%"
"11/29/2012","496.73","497.72","498.41","495.60","450.37K","0.46%"
"11/28/2012","494.48","494.70","494.88","491.84","439.01K","0.17%"
"11/27/2012","493.63","497.88","499.25","492.33","515.78K","-0.53%"
"11/26/2012","496.24","502.01","502.01","496.23","507.92K","-0.52%"
"11/23/2012","498.82","499.39","499.66","493.37","415.40K","0.36%"
"11/22/2012","497.03","496.44","498.66","495.81","474.46K","0.98%"
"11/21/2012","492.19","498.43","500.65","491.88","411.31K","-0.90%"
"11/20/2012","496.66","499.15","499.87","493.48","436.88K","0.71%"
"11/19/2012","493.14","486.12","493.17","486.12","397.81K","2.10%"
"11/16/2012","482.99","494.04","496.21","480.48","476.76K","-2.20%"
"11/15/2012","493.84","496.69","500.37","490.46","472.77K","-1.87%"
"11/14/2012","503.24","516.08","516.59","502.91","477.08K","-2.06%"
"11/13/2012","513.80","523.18","523.83","512.50","489.55K","-1.46%"
"11/12/2012","521.43","521.45","522.74","519.21","417.03K","0.29%"
"11/09/2012","519.90","517.56","520.35","511.79","414.58K","0.17%"
"11/08/2012","519.04","512.48","519.04","512.36","463.99K","0.11%"
"11/07/2012","518.45","519.84","519.95","515.81","460.76K","0.18%"
"11/06/2012","517.53","517.62","518.09","516.49","463.70K","0.46%"
"11/05/2012","515.14","513.62","516.84","513.55","389.04K","0.34%"
"11/02/2012","513.37","514.06","514.83","511.58","444.74K","0.89%"
"11/01/2012","508.83","509.92","510.04","505.23","404.97K","0.10%"
"10/31/2012","508.31","506.22","510.23","506.22","465.18K","1.19%"
"10/30/2012","502.31","494.97","502.69","494.94","482.42K","1.50%"
"10/29/2012","494.88","507.91","509.15","493.87","470.85K","-2.10%"
"10/26/2012","505.50","520.50","520.52","503.57","474.03K","-2.46%"
"10/25/2012","518.25","526.71","527.90","518.25","536.65K","-1.16%"
"10/24/2012","524.35","518.89","524.35","518.89","513.52K","0.04%"
"10/23/2012","524.15","524.85","527.48","524.15","563.71K","0.22%"
"10/22/2012","523.00","511.84","523.01","511.81","497.11K","0.81%"
"10/19/2012","518.81","514.07","518.81","504.42","491.81K","0.90%"
"10/18/2012","514.16","530.20","531.00","513.47","583.25K","-2.66%"
"10/17/2012","528.22","532.71","535.53","528.22","593.64K","-0.38%"
"10/16/2012","530.23","532.78","532.90","521.81","677.55K","0.17%"
"10/15/2012","529.33","542.76","543.27","523.07","826.69K","-1.95%"
"10/12/2012","539.86","537.63","539.90","537.15","597.10K","0.92%"
"10/11/2012","534.95","533.18","538.43","530.63","646.34K","0.20%"
"10/10/2012","533.86","538.25","538.50","533.73","723.62K","-1.22%"
"10/09/2012","540.43","539.40","542.67","539.36","680.09K","0.49%"
"10/08/2012","537.79","537.98","538.65","536.59","562.11K","0.37%"
"10/05/2012","535.82","533.97","536.09","533.24","598.76K","0.82%"
"10/04/2012","531.44","529.71","531.73","529.18","619.39K","0.74%"
"10/02/2012","527.56","525.92","528.75","525.51","508.96K","0.72%"
"09/28/2012","523.78","521.46","523.94","521.01","504.08K","1.06%"
"09/27/2012","518.29","520.87","522.57","512.62","576.99K","-0.46%"
"09/26/2012","520.71","520.95","526.06","520.19","601.26K","-0.43%"
"09/25/2012","522.96","532.51","532.51","522.95","935.68K","-1.75%"
"09/24/2012","532.28","533.68","534.09","530.48","718.13K","0.15%"
"09/21/2012","531.49","530.72","531.53","524.16","927.39K","0.65%"
"09/20/2012","528.06","529.93","531.61","527.10","797.36K","0.00%"
"09/19/2012","528.06","525.00","528.22","524.39","797.11K","0.87%"
"09/18/2012","523.52","521.03","523.53","519.92","786.52K","0.87%"
"09/17/2012","519.00","520.43","520.43","516.11","797.52K","-0.03%"
"09/14/2012","519.14","524.96","525.01","517.60","885.34K","-0.26%"
"09/13/2012","520.48","519.71","520.90","518.21","920.13K","0.57%"
"09/12/2012","517.52","517.86","518.70","516.77","758.31K","0.60%"
"09/11/2012","514.42","512.97","514.42","510.69","784.28K","0.45%"
"09/10/2012","512.11","513.28","513.86","511.57","728.81K","0.24%"
"09/07/2012","510.87","512.08","512.08","510.10","689.63K","0.82%"
"09/06/2012","506.72","508.30","509.41","506.72","749.89K","0.26%"
"09/05/2012","505.39","509.46","509.79","504.02","632.45K","-0.40%"
"09/04/2012","507.41","514.05","514.78","506.76","769.36K","-0.98%"
"09/03/2012","512.45","511.62","513.57","509.22","674.05K","0.81%"
"08/31/2012","508.35","506.19","509.35","506.19","696.05K","0.54%"
"08/30/2012","505.64","507.19","507.31","503.78","765.30K","0.06%"
"08/29/2012","505.32","502.32","505.55","501.92","693.28K","1.16%"
"08/28/2012","499.53","495.37","499.53","495.37","679.58K","1.15%"
"08/27/2012","493.83","496.89","497.62","493.62","687.43K","-0.74%"
"08/24/2012","497.51","498.34","500.04","495.23","648.53K","-0.37%"
"08/23/2012","499.34","494.39","499.34","494.31","623.45K","1.31%"
"08/22/2012","492.89","493.09","494.08","489.67","563.39K","0.24%"
"08/21/2012","491.72","491.86","492.72","491.12","575.98K","0.32%"
"08/20/2012","490.13","489.85","490.61","488.44","549.87K","0.59%"
"08/17/2012","487.26","488.12","488.32","485.96","578.87K","0.40%"
"08/16/2012","485.32","482.22","485.33","481.45","547.42K","0.95%"
"08/14/2012","480.74","480.40","481.29","479.86","521.66K","0.49%"
"08/13/2012","478.40","478.17","479.27","477.36","486.19K","0.61%"
"08/10/2012","475.51","475.93","477.40","474.94","513.17K","0.31%"
"08/09/2012","474.05","473.00","474.49","472.71","586.24K","0.56%"
"08/08/2012","471.42","473.78","474.48","471.42","472.65K","-0.04%"
"08/07/2012","471.60","471.00","472.30","470.70","441.11K","0.42%"
"08/06/2012","469.61","470.26","470.57","469.21","438.99K","0.93%"
"08/03/2012","465.28","464.26","465.89","463.44","409.76K","-0.29%"
"08/02/2012","466.63","469.35","470.85","466.03","438.76K","-0.41%"
"08/01/2012","468.53","467.87","469.19","467.70","371.95K","0.20%"
"07/31/2012","467.61","466.38","467.61","465.71","490.96K","0.46%"
"07/30/2012","465.46","468.44","468.85","465.46","393.79K","0.16%"
"07/27/2012","464.72","463.76","465.11","463.29","544.06K","1.50%"
"07/26/2012","457.86","457.61","459.24","456.05","530.86K","0.69%"
"07/25/2012","454.72","462.70","462.70","454.72","616.22K","-2.90%"
"07/24/2012","468.28","470.49","472.06","464.09","577.96K","-0.84%"
"07/23/2012","472.24","480.37","480.37","471.78","621.07K","-1.99%"
"07/20/2012","481.83","481.11","482.72","480.47","623.35K","0.66%"
"07/19/2012","478.68","478.03","479.87","477.95","614.85K","1.23%"
"07/18/2012","472.88","482.83","483.53","472.88","731.99K","-1.61%"
"07/17/2012","480.61","482.95","483.77","480.41","699.34K","-0.60%"
"07/16/2012","483.50","488.12","488.12","483.50","555.35K","-0.17%"
"07/13/2012","484.32","487.61","487.91","468.75","783.15K","-0.42%"
"07/12/2012","486.38","493.52","493.99","486.25","721.37K","-1.13%"
"07/11/2012","491.93","492.79","494.89","490.56","794.56K","-0.08%"
"07/10/2012","492.34","497.23","497.80","491.23","816.75K","-0.58%"
"07/09/2012","495.23","497.06","498.75","495.23","594.98K","-0.40%"
"07/06/2012","497.21","499.32","499.43","495.76","697.65K","-0.03%"
"07/05/2012","497.34","497.58","498.22","496.85","687.21K","0.31%"
"07/04/2012","495.81","496.31","496.97","494.95","719.74K","0.38%"
"07/03/2012","493.91","492.76","494.17","492.59","693.37K","0.71%"
"07/02/2012","490.43","493.61","493.66","490.43","564.84K","0.26%"
"06/29/2012","489.16","486.69","489.38","485.07","630.74K","0.67%"
"06/28/2012","485.91","486.60","487.45","484.14","717.33K","0.60%"
"06/27/2012","483.03","487.20","487.20","480.25","678.10K","-0.27%"
"06/26/2012","484.34","482.76","485.39","482.76","633.42K","-0.02%"
"06/25/2012","484.44","488.67","488.81","483.76","604.90K","-0.15%"
"06/22/2012","485.19","479.81","485.20","479.66","635.57K","0.00%"
"06/21/2012","485.18","486.31","488.38","483.49","623.51K","0.13%"
"06/20/2012","484.55","482.84","484.69","481.96","584.30K","1.29%"
"06/19/2012","478.36","476.55","478.99","476.31","765.87K","0.65%"
"06/18/2012","475.26","475.33","476.05","475.20","533.56K","1.61%"
"06/15/2012","467.75","475.23","475.23","467.75","603.25K","-0.91%"
"06/14/2012","472.03","471.56","473.04","471.33","586.08K","0.23%"
"06/13/2012","470.96","476.82","476.84","470.74","638.67K","-0.21%"
"06/12/2012","471.97","465.63","472.18","465.56","585.14K","0.51%"
"06/11/2012","469.59","467.53","469.60","466.80","582.24K","1.65%"
"06/08/2012","461.99","468.65","469.35","461.97","575.41K","-0.90%"
"06/07/2012","466.18","466.75","468.56","466.18","591.56K","2.08%"
"06/05/2012","456.68","456.33","458.01","455.29","677.90K","1.30%"
"06/04/2012","450.84","458.01","460.82","448.94","549.33K","-4.51%"
"06/01/2012","472.13","474.26","476.43","472.13","493.19K","0.04%"
"05/31/2012","471.94","464.60","471.98","463.51","544.65K","0.49%"
"05/30/2012","469.62","473.29","473.35","468.63","517.87K","-0.09%"
"05/29/2012","470.02","464.34","470.52","464.34","409.58K","1.65%"
"05/25/2012","462.40","459.93","463.07","459.37","454.06K","1.47%"
"05/24/2012","455.72","458.39","460.88","454.08","456.65K","-0.04%"
"05/23/2012","455.90","461.83","461.96","455.90","440.09K","-1.20%"
"05/22/2012","461.45","455.63","461.46","455.63","433.50K","2.80%"
"05/21/2012","448.89","452.33","454.42","446.35","387.67K","0.05%"
"05/18/2012","448.68","460.85","460.85","448.14","457.46K","-4.15%"
"05/17/2012","468.13","466.73","469.70","464.12","438.32K","0.67%"
"05/16/2012","465.01","478.74","481.19","465.00","484.22K","-3.22%"
"05/15/2012","480.50","483.63","484.99","473.20","530.42K","-1.64%"
"05/14/2012","488.53","495.17","497.17","486.59","500.48K","-1.04%"
"05/11/2012","493.66","497.50","498.59","492.41","497.84K","-0.12%"
"05/10/2012","494.27","492.22","494.59","491.95","490.19K","0.55%"
"05/09/2012","491.56","494.50","495.39","490.26","468.20K","-0.61%"
"05/08/2012","494.60","491.45","494.71","491.33","501.10K","1.56%"
"05/07/2012","487.01","485.83","489.02","485.00","372.32K","-0.72%"
"05/04/2012","490.53","488.52","490.54","487.94","445.52K","0.63%"
"05/03/2012","487.44","487.32","488.78","487.09","496.71K","0.39%"
"05/02/2012","485.54","480.82","485.62","480.76","436.05K","1.39%"
"04/30/2012","478.89","482.48","482.84","476.31","560.14K","-0.04%"
"04/27/2012","479.08","479.44","480.45","476.62","502.91K","0.52%"
"04/26/2012","476.62","488.37","489.32","475.27","586.79K","-1.42%"
"04/25/2012","483.48","491.13","491.97","483.47","535.00K","-0.85%"
"04/24/2012","487.62","490.21","492.50","486.83","558.52K","-1.49%"
"04/23/2012","495.02","499.42","500.32","494.94","559.98K","-0.51%"
"04/20/2012","497.56","501.13","501.58","496.67","606.66K","-0.87%"
"04/19/2012","501.92","504.10","505.06","500.23","524.29K","-0.34%"
"04/18/2012","503.63","507.02","507.02","503.30","518.48K","0.65%"
"04/17/2012","500.38","502.97","504.15","497.80","539.35K","-0.14%"
"04/16/2012","501.09","496.42","501.35","496.42","500.62K","0.33%"
"04/13/2012","499.46","491.43","499.56","491.43","499.13K","2.83%"
"04/12/2012","485.71","486.41","487.18","482.74","542.66K","0.19%"
"04/10/2012","484.77","486.34","492.11","481.76","652.34K","-0.42%"
"04/09/2012","486.80","501.29","501.32","486.80","599.29K","-3.30%"
"04/06/2012","503.41","504.29","507.01","502.52","639.57K","0.01%"
"04/05/2012","503.34","499.93","503.76","494.54","643.23K","0.07%"
"04/04/2012","502.97","516.51","516.63","500.51","675.65K","-2.49%"
"04/03/2012","515.83","524.42","524.55","515.63","680.49K","-1.14%"
"04/02/2012","521.80","521.87","523.01","521.55","540.39K","0.43%"
"03/30/2012","519.56","515.33","519.96","514.73","665.25K","1.04%"
"03/29/2012","514.21","519.74","520.12","510.20","797.95K","-1.03%"
"03/28/2012","519.56","523.42","524.12","519.56","645.89K","-0.42%"
"03/27/2012","521.74","527.63","527.97","521.54","692.07K","-0.32%"
"03/26/2012","523.39","530.13","530.60","523.39","663.66K","-0.77%"
"03/23/2012","527.47","526.59","528.19","526.27","635.63K","-0.08%"
"03/22/2012","527.90","535.20","535.46","527.90","701.62K","-1.13%"
"03/21/2012","533.93","535.78","537.07","533.74","714.87K","-0.30%"
"03/20/2012","535.55","541.01","541.64","535.30","787.36K","-0.79%"
"03/19/2012","539.83","541.34","542.49","539.53","810.19K","0.01%"
"03/16/2012","539.78","540.17","540.42","537.51","760.81K","0.27%"
"03/15/2012","538.31","540.13","540.87","537.14","819.85K","-0.10%"
"03/14/2012","538.86","543.15","543.22","538.86","856.07K","0.07%"
"03/13/2012","538.46","539.00","539.51","537.68","762.06K","0.44%"
"03/12/2012","536.11","541.27","541.33","536.09","771.09K","-0.64%"
"03/09/2012","539.55","539.42","539.71","536.81","888.86K","0.71%"
"03/08/2012","535.76","535.97","537.07","535.08","789.56K","0.62%"
"03/07/2012","532.48","525.48","532.98","524.73","829.31K","-0.21%"
"03/06/2012","533.62","540.63","541.40","529.42","909.28K","-1.13%"
"03/05/2012","539.74","546.01","546.15","539.13","625.85K","-0.78%"
"03/02/2012","543.97","545.17","545.47","543.05","677.96K","0.31%"
"02/29/2012","542.30","543.96","544.40","542.24","749.24K","0.36%"
"02/28/2012","540.35","541.30","541.83","539.13","774.49K","0.37%"
"02/27/2012","538.34","545.84","545.86","538.34","677.98K","-1.07%"
"02/24/2012","544.14","544.28","544.34","541.75","827.88K","0.56%"
"02/23/2012","541.13","543.79","543.86","541.13","877.30K","-0.56%"
"02/22/2012","544.20","544.91","545.43","543.25","966.82K","0.21%"
"02/21/2012","543.06","542.89","543.31","540.46","885.80K","0.51%"
"02/20/2012","540.33","543.30","543.40","539.33","882.73K","0.04%"
"02/17/2012","540.14","540.78","541.13","539.65","754.47K","0.90%"
"02/16/2012","535.30","537.70","540.01","534.91","728.18K","-0.48%"
"02/15/2012","537.86","538.13","538.14","535.91","910.75K","0.47%"
"02/14/2012","535.36","535.38","536.33","534.55","790.84K","0.41%"
"02/13/2012","533.19","530.85","533.54","528.72","790.56K","0.85%"
"02/10/2012","528.67","527.54","529.18","522.76","762.55K","0.84%"
"02/09/2012","524.27","522.82","524.35","520.83","767.49K","0.64%"
"02/08/2012","520.95","520.72","522.43","519.45","730.12K","0.36%"
"02/07/2012","519.07","518.91","520.38","517.29","670.48K","0.38%"
"02/06/2012","517.10","526.80","526.82","517.09","695.00K","-1.05%"
"02/03/2012","522.59","524.50","524.56","520.98","699.62K","0.10%"
"02/02/2012","522.08","524.39","524.56","521.14","750.59K","0.55%"
"02/01/2012","519.25","516.45","519.26","515.91","636.59K","1.02%"
"01/31/2012","513.99","512.03","514.30","511.52","689.35K","0.72%"
"01/30/2012","510.33","516.97","516.97","510.33","538.78K","-1.06%"
"01/27/2012","515.81","518.51","518.65","515.81","539.40K","-0.12%"
"01/26/2012","516.45","514.71","516.95","514.37","503.49K","0.97%"
"01/25/2012","511.47","513.12","514.63","510.88","472.38K","-0.14%"
"01/20/2012","512.17","517.65","517.96","510.66","562.88K","-0.68%"
"01/19/2012","515.70","516.93","518.08","515.02","549.32K","0.49%"
"01/18/2012","513.20","522.17","522.36","513.18","623.84K","-1.23%"
"01/17/2012","519.58","522.91","523.54","519.44","570.04K","-0.05%"
"01/16/2012","519.85","519.95","521.81","517.99","476.01K","-0.63%"
"01/13/2012","523.13","522.44","523.69","521.51","508.47K","0.54%"
"01/12/2012","520.34","521.30","521.61","516.73","604.51K","0.34%"
"01/11/2012","518.58","528.44","528.44","518.33","642.15K","-1.36%"
"01/10/2012","525.74","524.34","526.40","524.13","570.05K","1.05%"
"01/09/2012","520.28","519.96","520.38","514.34","617.37K","0.26%"
"01/06/2012","518.94","525.04","525.04","515.09","626.02K","-0.58%"
"01/05/2012","521.96","520.14","524.37","519.11","654.30K","1.10%"
"01/04/2012","516.30","517.46","519.48","516.20","652.09K","0.48%"
"01/03/2012","513.83","509.98","513.85","509.84","590.99K","1.39%"
"01/02/2012","506.79","504.41","506.83","502.69","433.45K","1.32%"
"12/29/2011","500.18","495.04","500.73","494.87","488.73K","1.00%"
"12/28/2011","495.22","493.12","495.39","492.79","475.70K","0.73%"
"12/27/2011","491.64","502.76","503.00","487.31","691.46K","-1.94%"
"12/26/2011","501.37","506.38","506.76","499.91","537.09K","-0.20%"
"12/23/2011","502.36","506.11","506.56","501.30","629.76K","0.16%"
"12/22/2011","501.54","503.04","504.62","501.00","594.16K","0.18%"
"12/21/2011","500.64","500.26","503.13","500.20","622.22K","2.25%"
"12/20/2011","489.61","481.70","489.66","481.69","502.91K","2.51%"
"12/19/2011","477.61","505.70","505.97","460.19","820.93K","-5.35%"
"12/16/2011","504.58","503.63","504.89","500.89","567.41K","1.37%"
"12/15/2011","497.76","505.22","507.20","497.76","627.61K","-2.09%"
"12/14/2011","508.38","513.17","514.36","506.89","597.70K","-0.57%"
"12/13/2011","511.30","512.62","514.95","508.96","710.37K","-0.76%"
"12/12/2011","515.22","515.06","516.10","512.37","587.32K","1.50%"
"12/09/2011","507.60","504.93","509.99","503.49","555.61K","-0.21%"
"12/08/2011","508.65","507.60","509.60","503.78","565.10K","0.59%"
"12/07/2011","505.68","506.42","507.25","504.52","532.73K","0.61%"
"12/06/2011","502.59","508.06","508.31","501.64","614.23K","-0.64%"
"12/05/2011","505.82","501.99","505.90","500.62","506.54K","1.50%"
"12/02/2011","498.33","497.46","498.46","495.73","506.76K","0.40%"
"12/01/2011","496.33","504.26","504.39","496.30","685.32K","0.71%"
"11/30/2011","492.81","493.58","496.53","491.16","534.77K","0.02%"
"11/29/2011","492.73","492.14","493.32","489.88","505.59K","1.31%"
"11/28/2011","486.36","485.18","487.10","482.55","429.70K","1.42%"
"11/25/2011","479.55","488.90","491.73","475.99","563.90K","-2.03%"
"11/24/2011","489.48","488.14","492.98","485.11","562.02K","-0.21%"
"11/23/2011","490.49","506.93","506.93","488.54","616.80K","-3.01%"
"11/22/2011","505.69","493.25","505.71","492.97","615.14K","1.47%"
"11/21/2011","498.36","504.14","504.96","498.36","621.19K","-0.94%"
"11/18/2011","503.09","498.91","503.11","498.67","573.62K","-0.68%"
"11/17/2011","506.54","500.59","506.54","495.39","580.65K","1.80%"
"11/16/2011","497.58","513.88","514.12","497.57","595.04K","-2.11%"
"11/15/2011","508.33","510.33","512.40","505.88","575.86K","-0.35%"
"11/14/2011","510.09","508.39","512.03","508.24","562.08K","2.00%"
"11/11/2011","500.08","498.57","500.09","491.10","580.52K","2.31%"
"11/10/2011","488.77","495.18","495.64","486.09","611.61K","-4.05%"
"11/09/2011","509.41","513.10","514.35","505.34","563.67K","0.45%"
"11/08/2011","507.11","514.12","514.13","507.11","604.73K","-0.52%"
"11/07/2011","509.77","506.44","511.06","505.39","540.58K","1.39%"
"11/04/2011","502.80","497.51","502.80","497.50","562.63K","3.05%"
"11/03/2011","487.91","497.81","497.84","487.90","489.93K","-1.13%"
"11/02/2011","493.49","480.45","493.51","477.87","526.15K","0.23%"
"11/01/2011","492.36","487.21","493.09","487.21","511.86K","0.34%"
"10/31/2011","490.69","492.96","493.71","488.34","508.10K","0.02%"
"10/28/2011","490.59","504.69","504.70","486.70","556.40K","-1.30%"
"10/27/2011","497.04","502.32","502.83","496.08","604.99K","-0.09%"
"10/26/2011","497.51","488.96","497.51","488.84","532.29K","0.98%"
"10/25/2011","492.69","496.92","497.85","492.24","659.56K","-0.07%"
"10/24/2011","493.03","489.75","493.03","487.69","570.37K","2.45%"
"10/21/2011","481.22","480.21","481.25","471.91","538.78K","2.39%"
"10/20/2011","469.98","491.43","493.57","469.95","707.64K","-3.73%"
"10/19/2011","488.17","490.49","491.43","487.15","648.99K","0.98%"
"10/18/2011","483.43","476.85","486.20","475.00","633.76K","-0.40%"
"10/17/2011","485.38","480.85","485.55","479.48","593.60K","2.42%"
"10/14/2011","473.89","473.71","473.91","464.88","554.83K","0.07%"
"10/13/2011","473.56","474.13","476.64","473.52","620.29K","1.26%"
"10/12/2011","467.65","461.43","467.68","459.61","618.49K","1.87%"
"10/11/2011","459.06","462.82","463.05","458.79","682.00K","1.13%"
"10/10/2011","453.91","445.82","453.92","445.82","506.46K","2.55%"
"10/07/2011","442.64","440.72","442.85","439.88","492.87K","2.66%"
"10/06/2011","431.18","433.92","437.71","428.93","499.21K","2.37%"
"10/05/2011","421.18","441.76","442.05","421.17","480.14K","-3.43%"
"10/04/2011","436.13","430.30","436.14","423.88","443.49K","-3.01%"
"09/30/2011","449.66","446.75","451.34","445.98","466.62K","1.44%"
"09/29/2011","443.26","431.58","443.26","430.72","486.87K","2.09%"
"09/28/2011","434.20","440.57","444.45","434.20","521.09K","0.18%"
