,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,다우존스,다우존스,다우존스,다우존스,다우존스,다우존스,나스닥,나스닥,나스닥,나스닥,나스닥,나스닥,S&P500,S&P500,S&P500,S&P500,S&P500,S&P500,VIX지수,VIX지수,VIX지수,VIX지수,VIX지수,VIX지수,항셍지수,항셍지수,항셍지수,항셍지수,항셍지수,항셍지수,닛케이,닛케이,닛케이,닛케이,닛케이,닛케이,FTSE100,FTSE100,FTSE100,FTSE100,FTSE100,FTSE100,CAC 40,CAC 40,CAC 40,CAC 40,CAC 40,CAC 40,달러인덱스,달러인덱스,달러인덱스,달러인덱스,달러인덱스,달러인덱스
,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-09,2440.79,2444.2,2416.25,2419.09,476374647.0,-0.0053,2.0,-12.82,10357638632974.0,1911583468201648.0,817.03,817.12,801.1,809.22,1367967960.0,-0.0058,2.0,-4.73,11685234349063.0,381522431004330.0,316.57,317.19,313.59,314.04,166456519.0,-0.0042,2.0,-1.34,7826471728918.0,1664415200001343.0,32876.828125,32990.460938,32190.599609,32254.859375,32254.859375,315860000.0,11578.30957,11667.120117,11319.980469,11338.349609,11338.349609,5061790000.0,3998.659912,4017.810059,3908.699951,3918.320068,3918.320068,4445260000.0,19.33,23.139999,18.879999,22.610001,22.610001,0.0,20082.419922,20157.240234,19907.580078,19925.740234,19925.740234,2193340400.0,28648.109375,28734.789063,28558.880859,28623.150391,28623.150391,72300000.0,7929.899902,7930.299805,7862.0,7880.0,7880.0,839666000.0,7317.430176,7333.220215,7274.049805,7315.879883,7315.879883,64735900.0,105.620003,105.730003,105.150002,105.309998,105.309998,0.0
2023-03-10,2389.82,2400.87,2383.19,2394.59,413411029.0,-0.0101,2.0,-24.5,7875520120082.0,1892450859293944.0,796.57,798.96,785.66,788.6,1204572401.0,-0.0255,2.0,-20.62,10596319347695.0,371906517641291.0,310.15,311.55,309.12,310.65,121792716.0,-0.0108,2.0,-3.39,5784256376233.0,1648463300556283.0,32185.140625,32422.099609,31783.410156,31909.640625,31909.640625,397790000.0,11325.360352,11373.80957,11093.860352,11138.889648,11138.889648,6193500000.0,3912.77002,3934.050049,3846.320068,3861.590088,3861.590088,5518190000.0,23.34,28.969999,21.790001,24.799999,24.799999,0.0,19580.779297,19637.720703,19281.970703,19319.919922,19319.919922,3587989800.0,28385.289063,28424.240234,28118.740234,28143.970703,28143.970703,111300000.0,7880.0,7880.0,7708.299805,7748.399902,7748.399902,987132200.0,7193.370117,7256.47998,7166.890137,7220.669922,7220.669922,99781300.0,105.129997,105.349998,104.040001,104.580002,104.580002,0.0
2023-03-13,2400.45,2413.24,2369.79,2410.6,380739619.0,0.0067,1.0,16.01,7702302033185.0,1904640758031550.0,784.02,789.18,771.03,788.89,1178495051.0,0.0004,1.0,0.29,10709010999333.0,372176398769848.0,311.77,313.69,308.03,313.21,125377574.0,0.008199999999999999,1.0,2.56,5887628916564.0,1662243648401130.0,31819.929688,32240.349609,31624.869141,31819.140625,31819.140625,429090000.0,11041.459961,11326.730469,10982.799805,11188.839844,11188.839844,6201490000.0,3835.120117,3905.050049,3808.860107,3855.76001,3855.76001,6558020000.0,24.049999,30.809999,23.85,26.52,26.52,0.0,19411.880859,19791.640625,19390.380859,19695.970703,19695.970703,3133740000.0,27886.210938,27906.970703,27631.529297,27832.960938,27832.960938,96100000.0,7748.399902,7752.399902,7546.0,7548.600098,7548.600098,1201999000.0,7211.439941,7211.439941,6979.549805,7011.5,7011.5,141250200.0,104.389999,104.389999,103.480003,103.599998,103.599998,0.0
2023-03-14,2390.36,2390.78,2348.19,2348.97,485075534.0,-0.0256,2.0,-61.63,7794604350782.0,1856250945275278.0,788.44,789.22,758.05,758.05,1140138741.0,-0.0391,2.0,-30.84,10903713293362.0,357461172609841.0,310.18,310.35,305.45,305.58,129872521.0,-0.024399999999999998,2.0,-7.63,5736253971792.0,1621219961263661.0,32055.289063,32306.589844,31805.400391,32155.400391,32155.400391,391760000.0,11357.730469,11467.019531,11284.929688,11428.150391,11428.150391,5533120000.0,3894.01001,3937.290039,3873.629883,3919.290039,3919.290039,5665870000.0,26.85,27.24,22.27,23.73,23.73,0.0,19524.509766,19639.519531,19122.820313,19247.960938,19247.960938,3027393700.0,27455.949219,27455.949219,27104.75,27222.039063,27222.039063,125700000.0,7548.600098,7641.600098,7503.299805,7637.100098,7637.100098,875583300.0,7029.220215,7162.569824,6989.959961,7141.569824,7141.569824,100862300.0,103.669998,104.050003,103.5,103.599998,103.599998,0.0
2023-03-15,2380.09,2395.36,2370.77,2379.72,443751262.0,0.0131,1.0,30.75,7591756283752.0,1880140744498524.0,774.53,784.59,773.65,781.17,1030708174.0,0.0305,1.0,23.12,10695497522005.0,368139424343113.0,309.75,311.42,307.81,309.1,112057164.0,0.0115,1.0,3.52,5480004581227.0,1641776730251972.0,31759.869141,31906.470703,31429.820313,31874.570313,31874.570313,420910000.0,11291.169922,11447.900391,11238.44043,11434.049805,11434.049805,5912430000.0,3876.73999,3894.26001,3838.23999,3891.929932,3891.929932,6594010000.0,23.209999,29.91,23.190001,26.139999,26.139999,0.0,19523.490234,19745.439453,19431.089844,19539.869141,19539.869141,2633910800.0,27421.660156,27424.939453,27105.990234,27229.480469,27229.480469,86600000.0,7637.100098,7637.399902,7333.399902,7344.5,7344.5,1340604500.0,7123.200195,7123.200195,6861.629883,6885.709961,6885.709961,174797900.0,103.739998,105.099998,103.440002,104.650002,104.650002,0.0
2023-03-16,2357.98,2382.79,2346.11,2377.91,320194084.0,-0.0008,2.0,-1.81,7865786658708.0,1878507613036092.0,780.53,785.54,767.11,781.98,1109314318.0,0.001,1.0,0.81,12290180356964.0,367720334540747.0,305.87,309.27,304.63,308.39,111884405.0,-0.0023,2.0,-0.71,6171423062441.0,1641145849895898.0,31827.650391,32281.609375,31571.460938,32246.550781,32246.550781,440940000.0,11384.870117,11733.799805,11365.490234,11717.280273,11717.280273,5498920000.0,3878.929932,3964.459961,3864.110107,3960.280029,3960.280029,5695790000.0,26.190001,27.49,22.969999,22.99,22.99,0.0,19197.970703,19388.769531,19109.070313,19203.910156,19203.910156,3047393400.0,26796.669922,27057.539063,26632.919922,27010.609375,27010.609375,107100000.0,7344.5,7458.600098,7331.5,7410.0,7410.0,1196884100.0,6987.629883,7063.310059,6876.609863,7025.720215,7025.720215,132832700.0,104.620003,104.739998,104.199997,104.419998,104.419998,0.0
2023-03-17,2403.7,2405.35,2382.8,2395.69,364175642.0,0.0075,1.0,17.78,8617060403941.0,1893380948607249.0,791.18,798.62,785.98,797.39,1146052772.0,0.0197,1.0,15.41,14408936955743.0,374945162115715.0,312.2,312.68,309.8,312.07,126075336.0,0.011899999999999999,1.0,3.68,6707528858297.0,1653664430327650.0,32217.320313,32217.320313,31728.699219,31861.980469,31861.980469,712100000.0,11696.339844,11773.110352,11562.629883,11630.509766,11630.509766,7903090000.0,3958.689941,3958.909912,3901.27002,3916.639893,3916.639893,9354280000.0,22.92,26.139999,22.58,25.51,25.51,0.0,19439.839844,19597.179688,19303.289063,19518.589844,19518.589844,4332277000.0,27232.230469,27356.150391,27071.710938,27333.789063,27333.789063,101500000.0,7410.0,7510.5,7309.299805,7335.399902,7335.399902,2095306400.0,7086.100098,7104.75,6895.72998,6925.399902,6925.399902,203828600.0,104.410004,104.449997,103.690002,103.709999,103.709999,0.0
2023-03-20,2391.87,2405.99,2378.7,2379.2,346033948.0,-0.0069,2.0,-16.49,6072911062048.0,1879711532221878.0,793.04,803.42,791.45,802.2,1097773310.0,0.006,1.0,4.81,11521937840437.0,377052534644858.0,311.59,313.44,309.39,309.49,89484091.0,-0.0083,2.0,-2.58,4321397343900.0,1640468788248473.0,31872.330078,32280.070313,31872.330078,32244.580078,32244.580078,357210000.0,11614.389648,11695.549805,11550.69043,11675.540039,11675.540039,4970630000.0,3917.469971,3956.620117,3916.889893,3951.570068,3951.570068,5347140000.0,27.77,28.91,24.0,24.15,24.15,0.0,19352.900391,19382.970703,18829.109375,19000.710938,19000.710938,2839042600.0,27253.730469,27367.179688,26945.669922,26945.669922,26945.669922,79200000.0,7335.399902,7426.200195,7206.799805,7403.899902,7403.899902,1084762200.0,6900.899902,7049.759766,6796.209961,7013.140137,7013.140137,0.0,103.860001,103.959999,103.279999,103.279999,103.279999,0.0
2023-03-21,2396.54,2399.52,2383.17,2388.35,355194640.0,0.0038,1.0,9.15,7269040131335.0,1886502691939232.0,806.51,809.33,802.42,802.53,1062910296.0,0.0004,1.0,0.33,11841971249509.0,377289756737026.0,311.86,312.05,309.64,310.36,84166007.0,0.0028000000000000004,1.0,0.87,4117286197671.0,1645799384352224.0,32420.710938,32593.679688,32346.119141,32560.599609,32560.599609,363190000.0,11764.790039,11879.160156,11724.910156,11860.110352,11860.110352,4829870000.0,3975.889893,4009.080078,3971.189941,4002.870117,4002.870117,4920240000.0,24.16,24.16,21.290001,21.379999,21.379999,0.0,19118.869141,19295.640625,19018.099609,19258.759766,19258.759766,1929683800.0,27253.730469,27367.179688,26945.669922,26945.669922,26945.669922,79200000.0,7403.899902,7557.600098,7403.899902,7536.200195,7536.200195,801743800.0,7089.009766,7150.330078,7083.810059,7112.910156,7112.910156,94861700.0,103.309998,103.519997,103.0,103.260002,103.260002,0.0
2023-03-22,2411.25,2417.47,2402.78,2416.96,501412159.0,0.012,1.0,28.61,7890323068701.0,1908726634719028.0,811.17,813.43,807.91,813.43,1117238787.0,0.013600000000000001,1.0,10.9,12635103045628.0,382341032320615.0,313.33,314.26,311.94,314.11,93689456.0,0.0121,1.0,3.75,5073664318193.0,1666950168327095.0,32570.189453,32761.890625,32020.460938,32030.109375,32030.109375,325990000.0,11857.5,12013.990234,11666.849609,11669.959961,11669.959961,4981590000.0,4002.040039,4039.48999,3936.169922,3936.969971,3936.969971,4533010000.0,21.799999,22.379999,19.940001,22.26,22.26,0.0,19428.359375,19775.689453,19428.359375,19591.429688,19591.429688,2364133200.0,27298.150391,27520.970703,27267.259766,27466.609375,27466.609375,78100000.0,7536.200195,7585.600098,7505.5,7566.799805,7566.799805,892439300.0,7105.319824,7157.72998,7080.180176,7131.120117,7131.120117,65186100.0,103.199997,103.269997,102.07,102.349998,102.349998,0.0
2023-03-23,2398.27,2424.48,2397.91,2424.48,567703733.0,0.0031,1.0,7.52,10367436910717.0,1914529715835900.0,807.53,824.2,806.4,812.19,1177436814.0,-0.0015,2.0,-1.24,17941127148489.0,381704111823252.0,311.51,315.75,311.41,315.75,111562635.0,0.0052,1.0,1.64,5903189674854.0,1673016742574404.0,32101.490234,32511.490234,31864.740234,32105.25,32105.25,335430000.0,11811.320313,11962.69043,11684.519531,11787.400391,11787.400391,4917460000.0,3959.209961,4007.659912,3919.050049,3948.719971,3948.719971,4991600000.0,21.540001,24.91,20.16,22.610001,22.610001,0.0,19619.740234,20051.259766,19523.5,20049.640625,20049.640625,2531213200.0,27232.970703,27461.970703,27175.630859,27419.609375,27419.609375,64100000.0,7566.799805,7566.799805,7476.100098,7499.600098,7499.600098,1227843700.0,7118.140137,7149.919922,7073.5,7139.25,7139.25,0.0,102.5,102.639999,101.919998,102.529999,102.529999,0.0
2023-03-24,2421.27,2423.76,2399.49,2414.96,470659232.0,-0.0039000000000000003,2.0,-9.52,9248183928115.0,1907314609899919.0,820.16,824.11,814.07,824.11,1292725293.0,0.0147,1.0,11.92,13796536815740.0,386895184121892.0,315.17,315.86,312.49,314.3,110748782.0,-0.0046,2.0,-1.45,5880335275191.0,1664398271276447.0,32038.220703,32257.240234,31805.179688,32237.529297,32237.529297,317070000.0,11747.620117,11826.230469,11670.669922,11823.959961,11823.959961,4363650000.0,3939.209961,3972.73999,3909.159912,3970.98999,3970.98999,4583970000.0,22.110001,25.209999,21.6,21.74,21.74,0.0,19919.650391,20118.289063,19834.449219,19915.679688,19915.679688,2306894000.0,27368.619141,27397.289063,27257.439453,27385.25,27385.25,59500000.0,7499.600098,7499.600098,7335.700195,7405.5,7405.5,862536800.0,7108.160156,7108.660156,6953.580078,7015.100098,7015.100098,0.0,102.599998,103.360001,102.5,103.120003,103.120003,0.0
2023-03-27,2423.94,2423.94,2395.97,2409.22,472847242.0,-0.0024,2.0,-5.74,8534649614320.0,1902810299354672.0,827.95,829.18,817.81,827.69,1176552750.0,0.0043,1.0,3.58,13400561434542.0,388588093717020.0,314.83,314.84,311.24,312.85,100986815.0,-0.0046,2.0,-1.45,5418111113056.0,1659545248346694.0,32276.720703,32564.0,32276.720703,32432.080078,32432.080078,291560000.0,11868.540039,11903.209961,11739.049805,11768.839844,11768.839844,4330320000.0,3982.929932,4003.830078,3970.48999,3977.530029,3977.530029,4233540000.0,22.049999,22.93,20.57,20.6,20.6,0.0,19851.789063,19938.769531,19509.490234,19567.689453,19567.689453,2503607400.0,27482.390625,27543.480469,27359.720703,27476.869141,27476.869141,57400000.0,7405.5,7491.700195,7405.5,7471.799805,7471.799805,703755400.0,7103.529785,7119.589844,7039.089844,7078.27002,7078.27002,80202400.0,103.120003,103.230003,102.830002,102.860001,102.860001,0.0
2023-03-28,2418.69,2434.94,2415.34,2434.94,524016141.0,0.010700000000000001,1.0,25.72,8812617627205.0,1923151536114985.0,831.07,833.68,825.4,833.51,1222376505.0,0.006999999999999999,1.0,5.82,13869710258035.0,391491400113686.0,314.15,316.36,313.49,316.36,120382700.0,0.011200000000000002,1.0,3.51,5393876425046.0,1677132815147102.0,32434.849609,32551.009766,32295.5,32394.25,32394.25,248560000.0,11752.759766,11752.759766,11635.030273,11716.080078,11716.080078,4036910000.0,3974.129883,3979.199951,3951.530029,3971.27002,3971.27002,4014600000.0,20.530001,21.4,19.91,19.969999,19.969999,0.0,19688.310547,19875.109375,19559.470703,19784.650391,19784.650391,1935094200.0,27573.820313,27603.449219,27432.759766,27518.25,27518.25,66400000.0,7471.799805,7524.600098,7464.600098,7484.299805,7484.299805,1159788800.0,7145.660156,7154.560059,7066.27002,7088.339844,7088.339844,71634200.0,102.75,102.760002,102.379997,102.43,102.43,0.0
2023-03-29,2432.63,2443.95,2428.61,2443.92,497218499.0,0.0037,1.0,8.98,8829888945168.0,1930378482206591.0,833.9,843.94,832.44,843.94,1309614395.0,0.0125,1.0,10.43,14690132558379.0,396799314710996.0,315.68,317.03,314.94,317.01,152849174.0,0.0021,1.0,0.65,5898626574097.0,1682092005706339.0,32566.539063,32728.039063,32539.939453,32717.599609,32717.599609,314110000.0,11855.589844,11941.599609,11823.349609,11926.240234,11926.240234,4493540000.0,3999.530029,4030.590088,3999.530029,4027.810059,4027.810059,4145250000.0,19.389999,19.450001,19.09,19.120001,19.120001,0.0,20348.640625,20437.689453,20107.730469,20192.400391,20192.400391,2597427400.0,27549.369141,27897.720703,27505.480469,27883.779297,27883.779297,83800000.0,7484.299805,7566.799805,7484.200195,7564.299805,7564.299805,637649500.0,7141.049805,7201.25,7125.120117,7186.990234,7186.990234,78047700.0,102.489998,102.790001,102.370003,102.639999,102.639999,0.0
2023-03-30,2452.97,2462.7,2439.43,2453.16,629052032.0,0.0038,1.0,9.24,10846639791891.0,1937575538312041.0,850.78,852.59,846.1,850.48,1502135159.0,0.0077,1.0,6.54,15325502771118.0,400365537565452.0,318.51,319.48,316.78,318.05,187349495.0,0.0033,1.0,1.04,7712730924155.0,1688082451298590.0,32807.429688,32905.800781,32682.869141,32859.03125,32859.03125,283380000.0,12010.450195,12044.790039,11953.370117,12013.469727,12013.469727,4738880000.0,4046.73999,4057.850098,4032.100098,4050.830078,4050.830078,3930860000.0,19.120001,20.08,18.85,19.02,19.02,0.0,20216.789063,20320.019531,20017.169922,20309.130859,20309.130859,2981984600.0,27827.890625,27876.380859,27630.550781,27782.929688,27782.929688,82000000.0,7564.299805,7638.5,7564.299805,7620.399902,7620.399902,792010000.0,7222.689941,7292.390137,7222.689941,7263.370117,7263.370117,73846100.0,102.620003,102.779999,102.07,102.139999,102.139999,0.0
2023-03-31,2459.94,2481.24,2456.54,2476.86,722612208.0,0.0097,1.0,23.7,12903370005323.0,1957926358388616.0,849.98,851.13,842.61,847.52,1282318439.0,-0.0034999999999999996,2.0,-2.96,13809848648802.0,399097446427679.0,319.6,322.54,319.17,322.03,194244791.0,0.0125,1.0,3.98,9773751592338.0,1707440615398365.0,32901.960938,33291.0,32901.960938,33274.148438,33274.148438,353740000.0,12031.540039,12227.929688,12030.44043,12221.910156,12221.910156,5521150000.0,4056.179932,4110.75,4056.179932,4109.310059,4109.310059,4525120000.0,19.209999,19.43,18.52,18.700001,18.700001,0.0,20583.880859,20721.970703,20357.410156,20400.109375,20400.109375,3044982800.0,28009.220703,28124.619141,27986.619141,28041.480469,28041.480469,91100000.0,7620.399902,7654.399902,7616.100098,7631.700195,7631.700195,816288100.0,7271.189941,7341.790039,7264.819824,7322.390137,7322.390137,84335300.0,102.199997,102.629997,102.050003,102.510002,102.510002,0.0
2023-04-03,2485.81,2485.81,2467.59,2472.34,811723687.0,-0.0018,2.0,-4.52,11300345587698.0,1954443677108913.0,850.86,855.2,847.7,854.96,1145928489.0,0.0088,1.0,7.44,13203018060184.0,402741110536531.0,323.18,323.21,319.73,320.38,137960709.0,-0.0051,2.0,-1.65,7276001574881.0,1698414569393053.0,33245.78125,33632.898438,33245.78125,33601.148438,33601.148438,311890000.0,12146.089844,12196.339844,12086.519531,12189.450195,12189.450195,4816440000.0,4102.200195,4127.660156,4098.790039,4124.509766,4124.509766,4234700000.0,19.790001,19.83,18.540001,18.549999,18.549999,0.0,20379.5,20475.429688,20226.949219,20409.179688,20409.179688,2651152300.0,28203.349609,28258.910156,28120.710938,28188.150391,28188.150391,75000000.0,7631.700195,7698.200195,7631.700195,7673.0,7673.0,921588900.0,7341.689941,7362.390137,7332.640137,7345.959961,7345.959961,64074600.0,102.589996,103.059998,101.980003,102.089996,102.089996,0.0
2023-04-04,2475.87,2489.71,2472.79,2480.51,832555311.0,0.0033,1.0,8.17,13496867045151.0,1960644519068079.0,853.92,861.13,852.02,857.18,1310437645.0,0.0026,1.0,2.22,13297190656343.0,403961765614704.0,320.97,322.85,320.24,321.75,155302511.0,0.0043,1.0,1.37,9273697451851.0,1704545288994283.0,33594.789063,33634.71875,33275.621094,33402.378906,33402.378906,283360000.0,12208.490234,12224.679688,12081.80957,12126.330078,12126.330078,4298760000.0,4128.029785,4133.129883,4086.870117,4100.600098,4100.600098,4227800000.0,18.790001,20.030001,18.58,19.0,19.0,0.0,20364.359375,20364.359375,20126.900391,20274.589844,20274.589844,2415282800.0,28213.929688,28287.419922,28139.119141,28287.419922,28287.419922,73300000.0,7673.0,7726.899902,7634.5,7634.5,7634.5,791013200.0,7375.790039,7399.589844,7344.339844,7344.959961,7344.959961,66324100.0,102.010002,102.279999,101.459999,101.589996,101.589996,0.0
2023-04-05,2482.61,2497.61,2478.67,2495.21,632719928.0,0.0059,1.0,14.7,9811876730903.0,1972182473615841.0,857.54,872.44,856.15,872.36,1500672632.0,0.0177,1.0,15.18,13396403443642.0,411050883520240.0,322.04,323.96,321.35,323.56,121196254.0,0.005600000000000001,1.0,1.81,6690163537030.0,1714970240025787.0,33394.601563,33543.839844,33376.269531,33482.71875,33482.71875,286660000.0,12081.759766,12086.75,11931.849609,11996.860352,11996.860352,4378590000.0,4094.5,4099.689941,4072.560059,4090.379883,4090.379883,3968020000.0,19.42,20.08,19.0,19.08,19.08,0.0,20364.359375,20364.359375,20126.900391,20274.589844,20274.589844,2415282800.0,28111.039063,28133.570313,27788.769531,27813.259766,27813.259766,74300000.0,7634.5,7678.5,7634.299805,7662.899902,7662.899902,660285800.0,7350.029785,7359.399902,7300.330078,7316.299805,7316.299805,76911000.0,101.519997,101.989998,101.419998,101.849998,101.849998,0.0
2023-04-06,2488.0,2488.0,2458.5,2459.23,751378076.0,-0.0144,2.0,-35.98,11332652707404.0,1943849428822129.0,869.65,869.94,859.13,865.58,1418014429.0,-0.0078000000000000005,2.0,-6.78,12406329224599.0,408022459534572.0,322.37,322.4,317.78,317.82,145369418.0,-0.0177,2.0,-5.74,7946591980582.0,1688551356886839.0,33420.960938,33525.960938,33325.371094,33485.289063,33485.289063,258680000.0,11939.080078,12098.5,11898.360352,12087.959961,12087.959961,3862800000.0,4081.149902,4107.319824,4069.840088,4105.02002,4105.02002,3486690000.0,19.299999,19.879999,18.35,18.4,18.4,0.0,20146.220703,20343.859375,20099.480469,20331.199219,20331.199219,2143238700.0,27589.140625,27609.859375,27427.660156,27472.630859,27472.630859,73200000.0,7662.899902,7742.100098,7654.5,7741.600098,7741.600098,589778800.0,7328.569824,7344.339844,7312.609863,7324.75,7324.75,67271300.0,101.830002,102.139999,101.760002,101.82,101.82,0.0
2023-04-07,2478.64,2493.06,2473.89,2490.41,586992797.0,0.0127,1.0,31.18,11250171223896.0,1969009466863069.0,871.83,880.07,866.58,880.07,1669012618.0,0.0167,1.0,14.49,14090088087819.0,414870489420584.0,321.29,323.89,320.53,323.36,137010801.0,0.0174,1.0,5.54,7834873405688.0,1711192261941777.0,33420.960938,33525.960938,33325.371094,33485.289063,33485.289063,258680000.0,11939.080078,12098.5,11898.360352,12087.959961,12087.959961,3862800000.0,4081.149902,4107.319824,4069.840088,4105.02002,4105.02002,3486690000.0,19.299999,19.879999,18.35,18.4,18.4,0.0,20146.220703,20343.859375,20099.480469,20331.199219,20331.199219,2143238700.0,27554.369141,27591.150391,27456.25,27518.310547,27518.310547,49100000.0,7662.899902,7742.100098,7654.5,7741.600098,7741.600098,589778800.0,7328.569824,7344.339844,7312.609863,7324.75,7324.75,67271300.0,101.830002,102.139999,101.760002,101.82,101.82,0.0
2023-04-10,2491.68,2519.99,2490.17,2512.08,717648069.0,0.0087,1.0,21.67,13539855326610.0,1986876446769953.0,882.75,890.96,877.31,887.78,1590085779.0,0.0088,1.0,7.71,17822665408444.0,418754179964574.0,323.27,327.89,323.07,326.38,144407683.0,0.009300000000000001,1.0,3.02,8966998816695.0,1727450440629792.0,33425.25,33590.238281,33343.429688,33586.519531,33586.519531,232920000.0,11975.129883,12084.950195,11924.200195,12084.360352,12084.360352,4334070000.0,4085.199951,4109.5,4072.550049,4109.109863,4109.109863,3423650000.0,19.389999,20.049999,18.93,18.969999,18.969999,0.0,20146.220703,20343.859375,20099.480469,20331.199219,20331.199219,2143238700.0,27658.519531,27737.490234,27597.179688,27633.660156,27633.660156,48000000.0,7662.899902,7742.100098,7654.5,7741.600098,7741.600098,589778800.0,7328.569824,7344.339844,7312.609863,7324.75,7324.75,67271300.0,102.099998,102.809998,101.989998,102.580002,102.580002,0.0
2023-04-11,2523.33,2550.97,2514.42,2547.86,768175552.0,0.014199999999999999,1.0,35.78,14050594716001.0,2014288065974223.0,893.2,899.37,879.73,898.94,1555495545.0,0.0126,1.0,11.16,16842487400613.0,425634975713436.0,328.0,331.58,326.87,330.87,148445298.0,0.0138,1.0,4.49,9945339065935.0,1753103698885019.0,33586.75,33781.289063,33586.75,33684.789063,33684.789063,241430000.0,12080.240234,12091.269531,12011.400391,12031.879883,12031.879883,4676960000.0,4110.290039,4124.259766,4102.609863,4108.939941,4108.939941,3665830000.0,19.08,19.280001,18.559999,19.1,19.1,0.0,20566.589844,20750.730469,20293.369141,20485.240234,20485.240234,3064229800.0,27895.900391,28068.390625,27854.820313,27923.369141,27923.369141,64800000.0,7741.600098,7806.399902,7741.600098,7785.700195,7785.700195,999467200.0,7381.77002,7403.669922,7370.089844,7390.279785,7390.279785,73186100.0,102.519997,102.519997,102.010002,102.199997,102.199997,0.0
2023-04-12,2546.36,2561.37,2536.23,2550.64,900749506.0,0.0011,1.0,2.78,14426258754523.0,2016495718468033.0,897.11,900.83,888.63,890.62,1987419195.0,-0.009300000000000001,2.0,-8.32,17250515448378.0,421877162148019.0,330.88,332.8,329.77,332.09,252054775.0,0.0037,1.0,1.22,10197042353239.0,1755252529834798.0,33764.210938,33895.429688,33593.320313,33646.5,33646.5,260300000.0,12110.870117,12134.5,11916.540039,11929.339844,11929.339844,4909770000.0,4121.720215,4134.370117,4086.939941,4091.949951,4091.949951,3633120000.0,19.379999,19.98,18.25,19.09,19.09,0.0,20481.529297,20494.810547,20236.919922,20309.859375,20309.859375,2351926700.0,27985.929688,28121.460938,27983.970703,28082.699219,28082.699219,62700000.0,7785.700195,7859.700195,7783.399902,7824.799805,7824.799805,797796300.0,7396.810059,7463.669922,7379.790039,7396.939941,7396.939941,63577700.0,102.129997,102.160004,101.449997,101.5,101.5,0.0
2023-04-13,2534.71,2561.66,2531.07,2561.66,841719152.0,0.0043,1.0,11.02,11996436001118.0,2024512511224487.0,885.5,895.29,875.42,894.25,1698995237.0,0.0040999999999999995,1.0,3.63,16889537267849.0,423574251022428.0,330.06,333.09,329.63,333.09,172637257.0,0.003,1.0,1.0,8644091593974.0,1764353887219433.0,33668.96875,34054.988281,33605.171875,34029.691406,34029.691406,277230000.0,11997.419922,12178.799805,11995.94043,12166.269531,12166.269531,4942990000.0,4100.040039,4150.259766,4099.399902,4146.220215,4146.220215,3596590000.0,18.83,19.059999,17.77,17.799999,17.799999,0.0,19977.960938,20344.480469,19885.529297,20344.480469,20344.480469,2329727600.0,27952.580078,28163.869141,27952.009766,28156.970703,28156.970703,59900000.0,7824.799805,7851.600098,7814.100098,7843.399902,7843.399902,724768300.0,7450.759766,7485.589844,7450.759766,7480.830078,7480.830078,59146200.0,101.470001,101.599998,100.849998,101.010002,101.010002,0.0
2023-04-14,2580.1,2581.74,2560.53,2571.49,892445555.0,0.0038,1.0,9.83,13088200741018.0,2032335488318426.0,902.56,906.69,900.7,903.84,1463219786.0,0.010700000000000001,1.0,9.59,13980550011471.0,428656711360164.0,335.42,335.77,332.49,333.68,298774120.0,0.0018,1.0,0.59,9378117953242.0,1769368283334995.0,33981.710938,34082.941406,33730.851563,33886.46875,33886.46875,276720000.0,12117.910156,12205.719727,12026.549805,12123.469727,12123.469727,4655740000.0,4140.109863,4163.189941,4113.200195,4137.640137,4137.640137,3575690000.0,17.940001,18.120001,17.07,17.07,17.07,0.0,20422.720703,20482.679688,20297.160156,20438.810547,20438.810547,2086262200.0,28321.539063,28515.509766,28282.820313,28493.470703,28493.470703,72900000.0,7843.399902,7904.0,7843.399902,7871.899902,7871.899902,860530500.0,7500.77002,7533.410156,7491.430176,7519.609863,7519.609863,71857700.0,101.0,101.75,100.790001,101.550003,101.550003,0.0
