Date,close,volume,MACD,MACD_signal,MACD_hist,ADX,DMP,DMN,RSI,Stoch_D,Stoch_K,CCI,ROC,Momentum,BB_upper,BB_middle,BB_lower,ATR,OBV,A/D Line,VROC,Ultimate_Oscillator
2011-12-14,20800,21079500,597.2681335848938,594.2574806329116,3.0106529519822516,27.207679180024094,25.41756162175208,19.937517831839966,57.447033456254125,86.79218663511081,83.58466917,2.781917536016019,6.666666666666667,1300,22225.075909473122,20249,18272.924090526878,601.4589556841846,6474171250,502472314.3139615,24.264959456711086,50.742591466487646
2011-12-15,20300,16980250,511.8481247927375,577.7756094648768,-65.92748467,25.70716714076715,23.91563685995701,21.12301072843806,53.73895748827568,78.59652178384715,65.33070091946004,-51.6215591,3.5714285714285716,700,22237.52399524552,20284,18330.47600475448,596.3860078999754,6457191000,485492064.3139615,30.896721848561352,49.07833619966876
2011-12-16,20900,12288700,486.9538372798743,559.6112550278763,-72.65741775,24.638130678620303,24.347291867788062,19.624439201470516,57.22645497,69.31124337502435,59.01836003218489,-31.78138884,8.515057113187954,1640,22277.945605920842,20366,18454.054394079158,596.5667075049766,6469479700,497780764.3139615,-24.76382894,53.16371403482713
2011-12-19,20140,20534700,401.2736537609089,527.9437347744828,-126.670081,23.47579914403859,21.07349656327673,24.921175919890867,51.99963525,55.721039969520284,42.81405895691608,-132.1477428,6,1140,22233.95665326369,20423,18612.04334673631,627.7383721297278,6448945000,492731247.9205189,59.839185497116084,49.82562322
2011-12-20,20240,13775800,337.54959369606877,489.8649066,-152.3153129,22.396491290498425,20.027557516397884,23.684265333625174,52.59927234046807,46.30014873332838,37.06802721088433,-128.9075044,5.088265835929388,980,22205.823520431077,20472,18738.176479568923,618.3514535232414,6462720800,485217175.1932461,13.930091097428349,48.756636963210916
2011-12-21,21140,20415800,355.57148858890287,463.0062229648206,-107.4347344,21.24160929468906,24.186094679381746,21.35003899826919,57.61542441087525,40.40513983371118,41.33333333333331,7.837150127226746,13.04812834224599,2440,22145.726780074387,20594,19042.273219925613,632.4338808470793,6483136600,505632975.1932461,32.98332806805561,49.94123638190892
2011-12-22,21040,10658550,357.66190209651904,441.9373587911603,-84.27545669,20.169218870008933,23.306559203248376,20.573637641839507,56.911029815531506,44.911564625850254,56.33333333333331,10.96821877309688,11.558854718981973,2180,22044.180077394536,20703,19361.819922605464,616.8121868047252,6472478050,514515100.1932461,-22.10939784,55.61978816571352
2011-12-23,21360,12323900,380.7508368720446,429.7000544073372,-48.94921754,19.875756025919564,26.99311622521317,19.52238323743097,58.615318799199606,57.555555555555465,74.99999999999997,86.09819121446962,12.777191129883844,2420,21921.677548280924,20824,19726.322451719076,607.9715775,6484801950,518623066.8599128,5.349586685017225,56.33999042109385
2011-12-26,21320,6223450,391.3105340680013,422.02215033947004,-30.71161627,19.635322608891187,26.643462262710297,19.092583687095456,58.311845618015965,69.77777778,77.99999999999997,88.64223385689291,8.997955010224949,1760,21862.57035510267,20912,19961.42964489733,586.5729985912645,6478578500,512399616.8599128,-60.60359562,59.62628518893283
2011-12-27,21460,11309450,406.2925129643445,418.87622286444497,-12.5837099,18.83232141397939,24.87421533341147,21.02200515998372,59.092143360094326,79.33333333333324,84.99999999999997,79.80730630268901,6.766169154228856,1360,21881.82038,20980,20078.17962,584.2443486617013,6489887950,517844907.6006535,-59.06103677,57.73080232447938
2011-12-28,21220,11046250,394.2551173650172,413.95200176455944,-19.6968844,18.086677447275576,24.046255037324638,20.32226909260234,57.16146197038808,81.88888888888881,82.66666666666664,63.90002673082067,5.677290836653387,1140,21843.104211625283,21037,20230.895788374717,568.0321312286162,6478841700,508498080.6775766,-43.9877999,59.91747940346807
2011-12-29,21160,10944900,375.5448488200782,406.27057117566324,-30.72572236,17.553010034045315,23.834774096708408,19.260108516090234,56.67417758209463,82.55555555555547,79.99999999999997,56.56292286874134,-1.489757914,-320,21803.659568394854,21021,20238.340431605146,559.6305246671853,6467896800,498647670.6775766,-68.48701751,58.3397121
2012-01-02,21600,13165000,391.70580823563796,403.3576185876582,-11.65181035,17.180142632628947,23.24015601509162,18.13714834282599,59.34919226434316,82.11111111111103,83.66666666666664,98.91304347826086,2.857142857142857,600,21873.14110710998,21051,20228.85889289002,553.6489984338261,6481061800,511812670.6775766,-40.07574171,54.21376809529507
2012-01-03,22100,16952300,439.7896846069634,410.64403179151924,29.14565281544418,17.75491468917264,28.352374840019596,16.92921114,62.14493421124391,84.99999999999991,91.33333333,157.8215527230589,3.658536585365854,780,22025.64950702708,21090,20154.35049297292,550.9665485121348,6498014100,528764970.6775766,13.964658942322883,60.75920741
2012-01-04,21600,17119450,432.56434917587103,415.0280952683896,17.53625390748141,17.418886758363044,25.765222684089256,19.816561195251207,57.949706501680225,89.02116402116394,92.06349206349203,101.06439034671753,3.4482758620689653,720,22081.748921003847,21126,20170.251078996153,558.4182210865281,6480894650,516536792.1,16.95290991194092,52.01830740647233
2012-01-05,21100,17334550,382.08792569936486,408.44006135458466,-26.35213566,16.221178856601494,24.075321637776266,23.76389972416149,54.10499661,86.97001764,77.51322751322748,15.457013574660897,-0.09469697,-20,22080.813789396252,21125,20169.186210603748,555.4973100322017,6463560100,499202242.1,-12.33798415,49.01389463961578
2012-01-06,20800,18837650,314.2549679818803,389.6030426800438,-75.3480747,15.940955548466716,21.852634427630193,27.981229155098944,51.929039798890955,76.19047619,58.994708994708965,-51.5970516,-2.255639098,-480,22064.11785363995,21101,20137.88214636005,563.7224445305916,6444722450,490829953.2172591,-27.69780514,42.33945040647408
2012-01-09,20320,19358300,219.23763680172124,355.52996150437934,-136.2923247,16.161538776267314,20.388606607208274,29.97173724222532,48.63479148079165,57.67281382168105,36.51050495710687,-142.5273472,-3.51377018,-740,22085.653561634284,21064,20042.346438365716,561.5363223040621,6425364150,472960753.2172591,40.08061131452885,40.05637690719471
2012-01-10,20520,20469050,158.2498401585617,316.07393723521585,-157.8240971,16.36636605922501,19.31655302882917,28.395792952368552,50.02526179490035,39.03076641622025,21.587085296845103,-140.2407567,-5.350553506,-1160,22012.784982009576,21006,19999.215017990424,553.4595061888589,6445833200,466137736.5505924,68.13811458,43.257877928096825
2012-01-11,20420,19145200,100.68675344202711,272.9965004765781,-172.309747,16.787225000254644,18.68182994567961,29.37951131579295,49.32253828470947,22.433472097179216,9.202826037585845,-141.7373142,-2.761904762,-580,22015.712664792347,20977,19938.287335207653,537.7865308794159,6426688000,473795816.5505924,44.46808831741145,37.104191282912346
2012-01-12,20560,18573100,65.60813275594046,231.51882693245057,-165.9106942,16.918090618477127,19.14030658939091,27.89865192757064,50.35035503,14.268007245566347,12.014110402268267,-109.9651871,-1.153846154,-240,22017.07414187405,20965,19912.92585812595,528.8972043,6445261100,490305238.77281463,-11.8902251,35.94958865096213
2012-01-13,20920,14650850,66.09516062005423,198.4340936699713,-132.338933,16.034261408743586,23.75396911494217,26.015744639814205,52.93414749242293,13.71863650127566,19.938973063973037,-44.90566038,3.0541871921182264,620,22003.460172910087,20996,19988.539827089913,526.4523441186728,6459911950,500072472.10614794,-13.71829037,42.76166102092211
2012-01-16,20600,11647400,40.19644842674825,166.7865646213267,-126.5901162,15.453725252074086,22.020116714552383,25.801233843892916,50.476311158959085,18.619602457321673,23.905723905723878,-66.66666667,-1.435406699,-300,22002.565465352083,20981,19959.434534647917,526.1297269127392,6448264550,500072472.10614794,-5.218615476,46.518479921519436
2012-01-17,20720,17116100,29.020004988386063,139.23325269473858,-110.2132477,14.543592651119997,22.78547173660769,24.055744071791782,51.36766435702777,23.48134118967444,26.59932659932657,-42.52202418,2.8798411122144985,580,21965.196314900775,21010,20054.803685099225,523.8232405671023,6465380650,500072472.10614794,-16.64791791,48.785961256653835
2012-01-18,20600,15380400,10.360170328833192,113.45863622155751,-103.0984659,13.513090743106774,21.996522055165396,22.047862805926815,50.41255749388956,23.905723905723818,21.212121212121183,-41.10078252,1.7786561264822134,360,21936.92463934037,21028,20119.07536065963,527.6320785387471,6450000250,492894952.10614794,11.64796236879165,50.46613972269949
2012-01-19,21440,22402800,62.631124138828454,103.2931338050117,-40.66200967,13.395989372176635,24.860539983634936,19.58341119661233,56.387667384506166,27.721661054994303,35.35353535353533,39.586000853606635,1.4191106906338695,300,21968.572255418247,21043,20117.427744581753,543.2504746118099,6472403050,515297752.10614794,9.732658039,59.877759456687464
2012-01-20,22100,25630350,155.5199782732816,113.73850269866568,41.78147557461591,14.391777548163194,31.353210452753455,17.89124258729364,60.34011963,38.38383838,58.58585858585855,133.12736010985157,5.038022813688213,1060,22129.87426701704,21096,20062.12573298296,549.0879508812194,6498033400,540928102.1,140.46751199741053,63.82611690752126
2012-01-25,22280,22786800,240.88281295670095,139.16736475027275,101.71544820642819,15.849765779085597,33.84359334245883,16.368107433575055,61.34579773165844,58.74830173075778,82.30551125287964,167.94181543402206,4.307116104868914,920,22293.895828623412,21142,19990.104171376588,554.6335533371584,6520820200,548523702.1,84.89926078595249,62.15092728755218
2012-01-26,22260,17660600,303.4219818630081,172.01828817281984,131.40369369018828,17.20361199351354,31.482052384767858,15.225972326550826,61.16439652351629,77.49424065,91.59135211766788,149.02732240437123,4.409005628517824,940,22438.670356534083,21189,19939.329643465917,553.9018756703006,6503159600,555718761.3654072,183.77507652507853,62.76331899319937
2012-01-27,22500,12753000,368.10740500199245,211.23611153865437,156.87129346333808,18.569166094787263,31.372894934824064,14.654950985880106,62.56274990910308,89.05723905723897,93.27485380116957,138.63149096987482,4.846225535880708,1040,22612.10028808983,21241,19869.89971191017,540.2067818867855,6515912600,568471761.3654072,12.76410435520737,68.15187555997306
2012-01-30,22300,16370400,398.6374954384919,248.7163883186219,149.9211071,19.975390119640025,30.940864417230152,13.817839338857526,60.64720294284037,92.38525110558125,92.2895474,107.01570680628299,5.089538171536287,1080,22741.53378806028,21295,19848.46621193972,534.1964427924462,6499542200,561455875.6511215,48.19870996944665,67.13108320251176
2012-01-31,22140,21747950,405.2506717583892,280.0232450065754,125.22742675181382,20.138153783505878,28.36507674890819,18.03840756980051,59.122804886711364,91.64004783199819,89.35574229691873,69.79910850583117,4.631379962192817,980,22834.642814358966,21344,19853.357185641034,538.4866206528238,6477794250,564963609.5220892,98.70396257617703,71.12267985595362
2012-02-01,21580,22936550,361.1413293109217,296.2468618674447,64.89446744347703,19.729042688875126,26.170220944695792,19.57767531187064,54.11180840709487,85.57177256867651,75.07002801120446,32.00707338638335,-0.092592593,-20,22832.981207935194,21343,19853.018792064806,540.5622896201827,6454857700,543608890.6,74.2236992,60.34570292928955
2012-02-02,21600,22449300,324.0625985693332,301.8100092078224,22.252589361510786,18.86618436775449,23.716824371191734,20.346415603928293,54.25755780835756,76.56395892,65.26610644,17.70484949832759,-2.262443439,-500,22772.697219355294,21318,19863.302780644706,549.5341751391736,6477307000,536125790.55657196,32.426278440093675,52.20626945469812
2012-02-03,21320,17862650,268.9831075487782,295.2446288760136,-26.26152133,17.519369153540932,21.990082435085828,21.985345679557746,51.831484528458404,64.21695951107706,52.31474407944993,-23.10176434,-1.296296296,-280,22752.949964629566,21304,19855.050035370434,550.0574663822149,6459444350,531022176.2708577,4.341260963407119,48.17761514
2012-02-06,21480,15879250,235.52785837257397,283.30127477532574,-47.7734164,16.57352439705801,22.383288050605437,20.54692971345366,53.09307664698762,55.73720397,49.63076139546725,-10.94134176,1.8009478672985781,380,22770.71682313912,21323,19875.28317686088,547.5545930631041,6475323600,525305646.2708577,-8.395372248,43.936921870680315
2012-02-07,21860,11930550,236.94579296817028,274.03017841389465,-37.08438545,15.912541072050503,22.34407427,19.296113364386496,55.97570169869388,51.38737200828695,52.21661054994386,6.167400881057256,5.096153846153846,1060,22820.858470577663,21376,19931.141529422337,543.1768634099489,6487254150,534123878.8795533,-36.66646317,45.80899786295534
2012-02-08,21840,11844000,233.76103183402665,265.97634909792106,-32.21531726,15.475203236859706,22.459917651229926,18.454475713778315,55.78577000805586,53.90984227585526,59.88215488215486,9.929078014184158,7.480314960629921,1520,22824.78694632489,21452,20079.21305367511,532.0180202394513,6475410150,534123878.8795533,-38.81694157,46.92108473132618
2012-02-09,21680,24029250,215.83837246301482,255.94875377093982,-40.11038131,14.822643467609938,20.531136380003037,23.310412850707095,54.23605318636919,57.48772069560591,60.36439665471921,-64.68435499,5.653021442495127,1160,22816.81291698545,21510,20203.18708301455,537.4171192274787,6451380900,548541428.8795533,17.393088589846624,49.96053024117729
2012-02-10,21240,18615900,164.23699121834215,237.60640126042028,-73.36941004,14.21669511044944,19.251457570903515,21.857505383516692,50.19927016,53.80002354912741,41.15351911050833,-111.7963314,4.015670910871695,820,22766.728588131424,21551,20335.271411868576,533.5462632661047,6432765000,531544302.7925968,-2.764661638,48.48441785635838
2012-02-13,21660,16038000,155.44118549994164,221.17335810832458,-65.73217261,13.39365576748233,19.19792269340868,20.26100309694652,53.664515931696634,44.40955292209764,31.710743001065552,-55.14762123,5.3501945525291825,1100,22733.765933161674,21606,20478.234066838326,533.8689501027994,6448803000,538834302.7925968,-13.64931002,52.019719004280084
2012-02-14,21600,12325550,141.9921504157246,205.3371165698046,-63.34496615,12.629404949012873,18.39410104741019,19.412670018464038,53.108812245154404,32.84664592908312,25.67567567567565,-43.01449275,3.2504780114722753,680,22723.106642948893,21640,20556.893357051107,522.1755025976594,6436477450,536369192.7925968,-15.87143408,52.199301728774664
2012-02-15,22700,28529400,217.5863007011285,207.7869533960694,9.799347305059086,13.591473204840646,28.2060555,16.53053803080487,60.91867153256532,37.49107092930845,55.086794111184325,139.20758757839974,10.194174757281553,2100,22811.498945147167,21745,20678.501054852833,554.0667274677766,6465006850,561177366.7056403,144.94221886429588,63.04668731411913
2012-02-16,22700,15430150,274.33287085976553,221.09613688880864,53.23673397095689,14.549084983928259,27.326134891196467,15.707813187722666,60.91867153256533,51.678769361696105,74.27383829822851,169.66973393252005,9.555984555984557,1980,22878.647766150403,21844,20809.352233849597,545.3633910943877,6465006850,568486385.1266929,-9.850082671,62.208471955499256
2012-02-17,23520,17333800,381.0792392648582,253.09275736401855,127.98648190083964,16.521531078406476,34.26082455776532,13.938418501426192,65.64492331820774,75.02724147098645,95.72109200354673,236.92653192171906,14.174757281553399,2920,23102.43876235954,21990,20877.56123764046,563.0952215396683,6482340650,580042251.7933595,12.70057995890874,67.72875867173835
2012-02-20,23500,14827500,458.77420893534145,294.22904767828317,164.54516125705828,18.653076310319012,35.365458331794486,12.960168535934843,65.44173679863228,87.44872083992247,92.35123221799238,181.0383033,9.608208955,2060,23354.191500129946,22093,20831.808499870054,562.9404604626849,6467513150,574746716.0790738,-33.81407681,64.14426246900292
2012-02-21,23600,10816400,522.3953480340388,339.8623077494343,182.53304028460445,20.71609885019237,33.46423609460589,11.900114344673804,65.99569129922303,92.72744377,90.11000708944329,139.02712396323693,6.787330316742081,1500,23590.07735373292,22168,20745.92264626708,567.7934374395506,6478329550,573763406.9881647,-57.79846939,66.72849934447008
2012-02-22,23940,11786200,593.4102536180981,390.57189692316706,202.8383567,22.675350031759223,31.633811266726372,11.072564055951226,67.84064241554842,90.98402358987953,90.49083146220313,122.70854215391468,7.450628366247756,1660,23869.714304625748,22251,20632.285695374252,567.4037655675731,6490115750,583023992.7024504,-48.27619499,68.97786327144847
2012-02-23,23200,23280450,583.2548633649494,429.1084902115236,154.14637315342583,23.264684807964812,28.16815031254414,14.86095372174635,60.34020038323358,88.71907749023872,85.55639391906995,68.21885913853332,4.222821204,940,23968.779458815563,22298,20627.220541184437,585.0335772891946,6466835300,574709546.2738789,31.82139904646501,63.30825913855573
2012-02-24,23600,14248000,600.5604138690069,463.39887494302025,137.16153892598663,24.009544000772674,27.625336183497154,13.701278347359722,62.68743589993965,87.02235555037139,85.01984126984125,71.96010740314557,4.888888888888889,1100,24116.599727829424,22353,20589.400272170576,588.7818984247349,6481083300,583776455.4,11.722731906218145,61.41160442277489
2012-02-27,23420,8413250,592.9159259292319,489.3022851402626,103.61364078896929,24.70119896552283,26.22296926757969,13.00574945560304,60.97794097252355,83.12858633281161,78.80952380952378,58.28482732,5.022421524663677,1120,24232.424251237222,22409,20585.575748762778,580.3428035034982,6472670050,584978348.2219309,-48.60693691,60.26297602
2012-02-28,23700,16651350,602.5059604387607,511.94302019996223,90.56294023879843,25.898401397546703,29.223302792357103,12.09280467443508,62.64590783083218,82.86375661375654,84.76190476190474,77.67400489215026,7.046070460704607,1560,24389.47312727408,22487,20584.52687272592,580.3256633283232,6489321400,575338093,-23.43485248,55.498757773063396
2012-02-29,24120,17280900,636.6576289526238,536.8859419504946,99.77168700212917,27.23475812223791,29.710618097252716,11.38080463,65.00757621,84.13985413985405,88.84813384813383,90.99999999999987,11.770157553290083,2540,24594.83214836594,22614,20633.16785163406,575.3093801619071,6506602300,586858693,-24.65780599,59.66934711928037
2012-03-02,23640,18034100,617.8686783130252,553.0824892230007,64.78618909002444,27.73581484077407,26.99996907,13.223582713554498,60.412665579587234,87.19505219505213,87.97511797511795,71.44293615,9.444444444444445,2040,24687.54152885503,22716,20744.45847114497,584.5439111538118,6488568200,571672082.4324572,-19.66742838,54.669365919050776
2012-03-05,23480,11182750,583.3432192271539,559.1346352238314,24.20858400332247,27.461552515118548,25.360651466484764,15.57791368890793,58.950634125059686,86.11549611549601,81.52323652,31.689734717416236,10.131332082551594,2160,24712.72867294379,22824,20935.27132705621,580.3167155961212,6477385450,567646292.4324572,-37.3959071,49.45190226187384
2012-03-06,23600,10576600,559.2182217,559.1513525227732,0.066869196,27.27546178,24.23567904126516,14.586042375645086,59.72021370156138,80.61020001019993,72.33224553224551,31.263957123715663,9.869646182495345,2120,24741.496618821027,22930,21118.503381178973,577.3008798163152,6487962050,567646292.4324572,-33.39357967,53.09847051403342
2012-03-07,23440,11527700,521.1804804030326,551.5571780988251,-30.3766977,26.98311752237512,23.137323378059705,14.42855925222395,58.18911233353037,72.78016845516838,64.48502331002328,-19.49257426,7.227813357731016,1580,24763.87777352157,23009,21254.12222647843,566.4358358254995,6476434350,565084581.3,-3.376625554,47.327841072147535
2012-03-08,23600,20310550,498.20298529369757,540.8863395377997,-42.68335424,26.82794846840401,22.66046318668589,13.65125362852511,59.28782292950105,64.21291116291108,55.82146464646462,-23.25315006,8.058608058608058,1760,24783.761393914392,23097,21410.238606085608,559.1140440342245,6496744900,573789102.7499175,71.48387369,48.22217319050996
2012-03-09,24600,18260600,554.2952271847462,543.5681170671891,10.727110117557118,28.053654051853744,30.758781067525987,11.965359974111266,65.28877640919278,61.85931753431745,65.27146464646462,209.45353438135132,13.468634686346864,2920,24919.342447115152,23243,21566.657552884848,582.1583418325133,6515005500,591200372.5173594,-24.0067834,56.465196756736596
2012-03-12,24200,11838000,560.0165537126668,546.8578043962847,13.158749316382114,29.191809236485643,29.234057076141713,11.372232717929524,61.473547540366134,64.41313131313122,72.14646464646462,152.6960784313722,13.935969868173258,2960,24841.267561520985,23391,21940.732438479015,573.0504247408877,6503167500,579362372.5173594,-36.40919859,50.56789331835049
2012-03-13,24420,11986400,575.6669770184417,552.6196389,23.04733809772563,29.61431196721696,27.133741820128844,13.032604044482804,62.73430171201757,74.69486531986523,86.66666666666663,127.87586944890315,12.742382271468143,2760,24809.467102271676,23529,22248.532897728324,573.3979035038434,6515153900,584735586.3104628,-25.26250156,58.20422723380351
2012-03-14,25000,18366400,627.6362035170605,567.6229518399849,60.01325167707557,30.68925262544411,31.236941055862484,11.948721006946304,65.83680061219202,81.43130018,85.48076923076921,182.63374485596742,15.74074074074074,3400,24800.161205273787,23699,22597.838794726213,578.7280083286512,6533520300,595755426.3104628,49.01079465013731,63.05001879188877
2012-03-15,25000,14050700,661.2002846368632,586.3384183993606,74.86186623750257,31.804395029977645,31.080344883900356,11.407802923840581,65.83680061219202,87.75431344356569,91.11550443326142,156.7697173757777,10.13215859030837,2300,24953.550788688255,23814,22674.449211311745,567.7916079122186,6533520300,594194237.4,-50.7501034,64.31499855247846
2012-03-16,24760,18081600,660.8165842647795,601.2340515724445,59.58253269233501,33.00372795708634,30.574762002896012,10.577027059239978,63.41611685679457,87.64260916000264,86.33155381597747,121.13111986494104,9.074889868,2060,25006.460416903716,23917,22827.539583096284,568.4020275166076,6515438700,576112637.4,17.18356594070699,58.194751948318654
2012-03-19,25200,11891650,688.0850060898993,618.6042424759355,69.48076361396375,33.84553297443251,28.00017154241001,10.67703721035148,65.83996534948292,87.59739313467541,85.34512115478753,116.36932707355244,7.142857142857143,1680,25207.81233006629,24001,22794.18766993371,573.9819261407772,6527330350,582408216.8333387,-31.39617395,59.52409599601886
2012-03-20,25340,11940350,712.7758208407504,637.4385581488986,75.33726269185183,34.85766357,29.08199239,10.213918684323053,66.58153829553655,85.72029014895655,85.48419547610483,128.84222805482673,7.829787234042553,1840,25408.645849003457,24093,22777.354150996543,562.2828298337383,6539270700,580301096.2451035,-19.47158995,52.57505637499715
2012-03-21,24840,12932700,684.111635,646.7731735209562,37.33846148823079,34.61556019944281,27.212653421751217,14.185418570738584,61.55769282329388,84.94915424142698,84.01814609338878,67.98422090729791,5.254237288135593,1240,25488.61913603548,24155,22821.38086396452,559.1686883420515,6526338000,567368396.2451035,19.565659554010576,49.85489828807801
2012-03-22,25160,12691500,679.3848610954665,653.2955110358583,26.089350059608137,33.97075171,25.254672943241133,14.963539652633028,63.41727293719151,83.48490750729144,80.95238095238092,66.23270951993507,5.096073517126149,1220,25614.71941432155,24216,22817.28058567845,559.2102539249489,6539029500,575527217.7,7.681016782338667,52.85243422
2012-03-23,25220,10865350,672.7255954,657.1815279,15.54406746,33.745991623841874,26.062879592244418,13.781273730034217,63.76323820126224,81.37906457081205,79.16666666666664,73.35295079287243,8.706896551724139,2020,25699.30387397273,24317,22934.69612602727,562.2497412287015,6549894850,577279693.4801265,-53.32843652,50.28110320279905
2012-03-26,25500,9240950,682.1780157181893,662.1808254653234,19.997190252865835,33.571091105510455,25.362751175821845,13.271302804856623,65.37191242315924,83.03571428571418,88.98809524,92.13242192735595,8.050847458,1900,25844.39100807008,24412,22979.60899192992,548.1372541672664,6559135800,586520643.4801265,-35.14212521,53.541538449912515
2012-03-27,26220,14194000,739.2455471531612,677.5937698028911,61.651777350270095,34.43744807382348,32.30024055888451,12.037742836361677,69.08655465278152,87.59920634920626,94.64285714285711,169.39736346516088,11.955593509820666,2800,26110.943231808014,24552,22993.056768191986,556.7303914589031,6573329800,600714643.4801265,68.71007042462782,64.84024099
2012-03-28,26040,9925800,761.1731510164245,694.3096460455978,66.86350497082674,35.24192240154272,30.924454447628463,11.525011069706673,67.18981241072132,93.53222997,96.96573751451797,169.3266832917703,9.873417721518987,2340,26303.991131474424,24669,23034.008868525576,544.8938718859579,6563404000,601478166.5570496,-40.39041879,62.01334166413028
2012-03-29,25600,11688850,734.5788446299048,702.3634857624592,32.215358867445616,35.03162283617833,29.089724484229123,14.886426606241706,62.75648354891307,93.28675365260722,88.25166630044676,96.65032679738522,6.135986733001658,1480,26405.63766347332,24743,23080.36233652668,539.6491783,6551715150,589789316.5570496,-32.35971506,55.55215695870548
2012-03-30,25500,15298350,697.3943727358528,701.3696631571379,-3.975290421,33.59024067795992,27.268273114990798,20.215807944414117,61.78125376724938,87.5527531,77.44085548963595,32.267591165896384,7.868020304568528,1860,26448.77896811684,24836,23223.22103188316,535.6667193770769,6536416800,598436210.0353105,-15.16987263,63.518561469677806
2012-04-02,25980,12596850,698.6043235569123,700.8165952370928,-2.21227168,32.89038828417386,29.546920493377307,18.189358391877807,64.56362619518083,80.21137668834136,74.94160827494157,79.44936086528996,10.647359454855195,2500,26520.665348720686,24961,23401.334651279314,546.8833834082232,6549013650,611033060.0353105,12.645368983479019,67.40873900797443
2012-04-03,26700,16525600,749.0268853277521,710.4586532552247,38.568232072527394,33.28715229770766,36.735838466453316,16.333345760807518,68.21705474846273,78.45451335966231,82.98107631440962,181.70580964153245,13.135593220338983,3100,26719.37643739704,25116,23512.62356260296,559.5392142378121,6565539250,623985557.3326077,56.24680899343834,71.19948432
2012-04-04,26400,14599350,756.0641985632756,719.5797623,36.48443624644062,33.91272716023045,36.429619662772396,14.863376604759475,65.26582949,80.96088763,84.95997829331161,149.17221885725826,12.627986348122867,2960,26764.378618882587,25264,23763.621381117413,567.5622535259215,6550939900,613441582.3326077,26.64581833323213,63.05562579791971
2012-04-05,26600,12934600,768.9160627955134,729.4470224125707,39.469040382942694,33.61778519,33.04857022516153,17.880184445943243,66.28927019075341,83.95213284102164,83.91534391534388,106.06680299931844,12.711864406779661,3000,26815.547715919805,25414,24012.452284080195,577.1841408496255,6563874500,622972340.2273446,-36.31585555,63.941100539585925
2012-04-06,26640,10298600,773.4134941706798,738.2403167641926,35.173177406487184,33.343910496777724,31.318671808164833,16.944261876285545,66.49709367723324,82.86691242629931,79.72541507024263,103.50679793717784,8.292682926829269,2040,26961.965421439952,25516,24070.034578560048,569.3249338071441,6574173100,631309302.1321065,-43.60207222,66.48482339287722
2012-04-09,26340,8610500,744.1916698159475,739.4305873745436,4.761082441403914,32.74220478854861,29.27547319128487,17.595269723188867,63.41086700027174,80.80932264840301,78.78720895962272,68.20512820512842,8.842975207,2140,26977.416479521726,25623,24268.583520478274,566.8586871167869,6565562600,630591760.4654399,-27.26389593,68.44998964712404
2012-04-10,26220,11182750,703.2436117623438,732.1931922521037,-28.94958049,32.18347805947872,28.281964853755415,16.99814710601212,62.19546413559621,77.26282869961021,73.27586206896548,46.79428745062228,7.371007371007371,1800,26971.524532935302,25713,24454.475467064698,551.5157527609474,6554379850,626290702.7731322,-6.704681973,67.31203404310625
2012-04-12,25460,25285300,602.5208470563884,706.2587232129607,-103.7378762,29.925259705211577,25.23178558682103,24.94656128,55.14854390320617,68.90820971280732,54.66155810983395,-62.85391991,1.84,460,26957.84123354879,25736,24514.15876645121,566.9399651,6529094550,609161951.2,37.67150884223364,55.662362050347085
2012-04-13,25360,35458750,508.7634576479468,666.7596700999579,-157.9962125,28.04371062711927,24.124062077217378,25.917331761442274,54.29647429565216,54.31215637256225,34.999048938887505,-107.402863,1.44,360,26942.08080533271,25754,24565.91919466729,555.5929669,6493635800,607076142.3366996,152.36287160070316,50.926051008511294
2012-04-16,25180,15259050,415.14996500431516,616.4377290808294,-201.2877641,26.659153999418614,22.497303991050497,26.763225360066436,52.75217907123864,35.26362418584721,16.130265508820358,-123.9015023,1.6962843295638126,420,26905.513157818175,25775,24644.486842181825,553.8133185234173,6478376750,602381050.0290073,-15.61006769,52.56221162304489
2012-04-17,24980,14584350,321.12059082478663,557.3743014296209,-236.2537106,25.69026531525544,21.139296285965116,27.50974884096432,51.05385288336547,20.141521040503733,9.295248673803522,-125.6852792,-0.873015873,-220,26920.65725260339,25764,24607.34274739661,549.1226525972463,6463792400,597942334.8116161,22.643619682718548,44.99605275403459
2012-04-18,25860,17266000,313.9907895,508.69759904502456,-194.7068095,24.380803715392478,27.72618049512339,23.925734394591718,57.40520646903213,15.52587646471494,21.152115211521124,-18.7100523,2.0520915548539858,520,26930.631404091622,25790,24649.368595908378,574.66652,6481058400,605790516.6297979,44.60212640332988,50.03840118202873
2012-04-19,26140,13169450,327.16270255359996,472.3906197467397,-145.2279172,23.330211091599985,27.728527289224928,22.83752258451531,59.17931358137769,22.876394022380868,38.18181818181815,15.405589638718755,5.233494363929147,1300,26917.139350556237,25855,24792.860649443763,563.9331939690148,6494227850,618959966.6297979,1.8306308814091412,54.325704697026445
2012-04-20,25640,9932100,293.86818767525256,436.6861333324423,-142.8179457,21.91684915733323,25.70038698080053,23.94150331732567,54.88250861368842,35.83858385838575,48.18181818181815,-33.08324402,1.9077901430842608,480,26898.05642630819,25879,24859.94357369181,564.7365342705641,6484295750,613209803.4719032,-21.74211086,50.92611224984915
